UKPRN,Provider Name,Provider Type,Completions 13/14,Bottom Quintile 13/14,Second Quintile 13/14,Third Quintile 13/14,Fourth Quintile 13/14,Top Quintile 13/14,Completions 14/15,Bottom Quintile 14/15,Second Quintile 14/15,Third Quintile 14/15,Fourth Quintile 14/15,Top Quintile 14/15,Completions 15/16,Bottom Quintile 15/16,Second Quintile 15/16,Third Quintile 15/16,Fourth Quintile 15/16,Top Quintile 15/16
10027655,STARTING OFF (NORTHAMPTON) LIMITED,Private Sector Public Funded,130,50,0,0,0,50,150,0,0,79,0,21,130,0,59,0,0,41
10018942,STEADFAST TRAINING LTD,Private Sector Public Funded,1650,7,11,0,2,80,1600,17,0,0,19,64,830,10,50,4,20,16
10006322,STEPHENSON COLLEGE,General FE College incl Tertiary,3900,0,3,8,4,84,3380,3,6,3,41,47,2890,2,2,8,10,79
10006325,STEPS TO WORK (WALSALL) LTD,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10008530,STEVE WALKER ASSOCIATES (UK) LIMITED,Private Sector Public Funded,x,x,x,x,x,x,30,100,0,0,0,0,.,.,.,.,.,.
10006331,STOCKPORT COLLEGE,General FE College incl Tertiary,3080,11,24,16,16,34,2050,19,25,38,6,12,2170,8,10,14,26,43
10006332,STOCKPORT ENGINEERING TRAINING ASSOCIATION LIMITED(THE),Private Sector Public Funded,20,0,0,0,0,100,40,0,0,0,100,0,100,0,0,0,0,100
10006335,STOCKPORT METROPOLITAN BOROUGH COUNCIL,Other Public Funded,760,81,0,0,15,4,490,20,26,55,0,0,330,62,17,5,10,7
10006341,STOCKTON RIVERSIDE COLLEGE,General FE College incl Tertiary,3500,55,17,9,8,10,3170,37,28,20,11,5,2810,12,9,38,8,33
10006342,STOCKTON SIXTH FORM COLLEGE,Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10006337,STOCKTON-ON-TEES BOROUGH COUNCIL,Other Public Funded,1040,88,0,0,9,4,840,71,15,5,0,9,810,26,68,2,2,1
10006349,STOKE ON TRENT COLLEGE,General FE College incl Tertiary,7260,52,20,19,2,7,5560,7,32,23,20,17,4290,17,18,34,6,25
10001473,STOKE-ON-TRENT UNITARY AUTHORITY,Other Public Funded,410,84,0,8,4,5,280,69,0,0,31,0,360,35,46,0,19,0
10006365,STRAIGHT A TRAINING LIMITED,Private Sector Public Funded,x,x,x,x,x,x,90,42,0,38,20,0,170,87,0,0,0,13
10006367,STRATEGIC TRAINING SOLUTIONS (MANSFIELD) LIMITED,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10006002,STRATFORD-UPON-AVON COLLEGE,General FE College incl Tertiary,1700,1,2,65,4,28,1550,0,0,0,58,42,1300,5,1,79,0,15
10006374,STRATHMORE COLLEGE,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,10,100,0,0,0,0
10006378,STRODE COLLEGE,General FE College incl Tertiary,1130,38,10,22,19,11,1060,10,46,5,14,26,750,2,26,36,20,16
10006379,STRODE'S COLLEGE,Other,410,44,24,14,3,16,250,21,29,28,4,18,300,11,33,48,8,0
10006387,STUBBING COURT TRAINING LIMITED,Private Sector Public Funded,90,23,38,0,0,39,100,51,0,0,0,49,90,51,0,0,49,0
10033478,SUCCEED LIMITED,Private Sector Public Funded,20,100,0,0,0,0,70,28,21,0,0,51,40,100,0,0,0,0
10006399,SUFFOLK COUNTY COUNCIL,Other Public Funded,2820,41,15,0,43,1,1830,47,1,25,17,10,1740,16,32,0,52,1
10006398,SUFFOLK NEW COLLEGE,General FE College incl Tertiary,920,26,34,13,1,26,760,13,12,21,37,16,770,5,7,19,35,34
10043685,SUMMERHOUSE EQUESTRIAN AND TRAINING CENTRE LLP,Private Sector Public Funded,590,9,0,64,22,6,600,67,11,15,3,3,940,48,28,15,4,4
10006407,SUNDERLAND CITY METROPOLITAN BOROUGH COUNCIL,Other Public Funded,1520,86,0,3,11,1,970,79,0,0,21,0,880,68,0,6,0,27
10001475,SUNDERLAND COLLEGE,General FE College incl Tertiary,7510,19,23,31,19,8,5820,6,17,31,36,11,4760,7,9,37,19,27
10006408,SUNDERLAND ENGINEERING TRAINING ASSOCIATION LIMITED,Private Sector Public Funded,20,0,0,0,100,0,70,0,0,46,54,0,30,0,100,0,0,0
10020811,SUPERDRUG STORES PLC,Private Sector Public Funded,90,25,0,0,0,75,140,0,0,87,13,0,170,0,0,14,86,0
10006426,SURREY COUNTY COUNCIL,Other Public Funded,630,39,3,3,5,50,550,13,29,10,5,44,510,0,36,7,0,57
10002923,SUSSEX COAST COLLEGE HASTINGS,General FE College incl Tertiary,2300,12,59,11,10,8,1920,43,20,24,11,3,2300,38,25,25,12,1
10006432,SUSSEX DOWNS COLLEGE,General FE College incl Tertiary,4260,4,20,17,25,35,3320,5,19,33,16,27,2810,4,11,11,41,33
10006438,SUTTON AND DISTRICT TRAINING LIMITED,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10004000,SUTTON LONDON BOROUGH COUNCIL,Other Public Funded,x,x,x,x,x,x,.,.,.,.,.,.,x,x,x,x,x,x
10006458,SWARTHMORE EDUCATION CENTRE,Private Sector Public Funded,x,x,x,x,x,x,20,0,0,0,100,0,10,0,0,100,0,0
10006463,SWINDON COLLEGE,General FE College incl Tertiary,5280,28,36,9,9,18,3520,8,17,31,17,27,2860,31,19,4,7,39
10006462,SWINDON UNITARY AUTHORITY,Other Public Funded,340,13,0,0,17,70,100,78,0,0,0,22,50,100,0,0,0,0
10013122,SYSCO BUSINESS SKILLS ACADEMY LIMITED,Private Sector Public Funded,1280,8,45,5,0,42,880,15,4,38,21,22,800,27,9,32,14,17
10006472,SYSTEM GROUP LIMITED,Private Sector Public Funded,4910,10,0,2,19,68,3750,14,1,2,0,83,2850,11,0,1,83,4
10024071,TALENT TRAINING (UK) LLP,Private Sector Public Funded,1250,7,0,5,11,78,1390,26,0,0,63,10,1030,14,4,28,2,52
10006494,TAMESIDE COLLEGE,General FE College incl Tertiary,2610,8,17,8,18,48,2340,14,16,19,13,38,2160,10,20,21,21,28
10006495,TAMESIDE METROPOLITAN BOROUGH COUNCIL,Other Public Funded,330,29,0,34,0,37,300,21,53,13,0,13,200,0,71,0,0,29
10006500,TARGETED TRAINING PROJECTS LIMITED,Private Sector Public Funded,x,x,x,x,x,x,30,100,0,0,0,0,.,.,.,.,.,.
10006514,TBG LEARNING LTD,Private Sector Public Funded,930,21,26,9,20,24,.,.,.,.,.,.,.,.,.,.,.,.
10008906,TCV EMPLOYMENT AND TRAINING SERVICES LIMITED,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.,.,.
10006517,TDR TRAINING LIMITED,Private Sector Public Funded,330,22,4,46,19,9,440,12,43,0,7,37,260,31,22,0,35,12
10006519,TEAM ENTERPRISES LIMITED,Private Sector Public Funded,460,14,3,6,8,69,330,51,37,0,0,12,260,60,15,14,0,12
10006521,TEAM WEARSIDE LIMITED,Private Sector Public Funded,450,5,39,0,32,24,410,32,12,0,37,19,280,55,7,11,0,26
10006549,TELFORD COLLEGE OF ARTS & TECHNOLOGY,General FE College incl Tertiary,12080,4,13,18,43,22,6780,6,14,21,23,36,6830,13,25,28,14,21
10006559,TESCO STORES LIMITED,Private Sector Public Funded,1470,0,0,0,11,89,2350,0,0,15,0,85,.,.,.,.,.,.
10006574,THE ACADEMY HAIR & BEAUTY LTD,Private Sector Public Funded,10,100,0,0,0,0,50,0,0,41,0,59,70,22,0,0,0,78
10028085,THE ALTERNATIVE HOTEL GROUP LIMITED,Private Sector Public Funded,x,x,x,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10036578,THE APPRENTICE ACADEMY LIMITED,Private Sector Public Funded,10,0,0,0,0,100,100,40,0,0,0,60,100,0,0,0,32,68
10000931,THE APPRENTICE SCHOOL CHARITABLE TRUST,Other Public Funded,140,69,0,0,17,14,130,14,51,0,0,35,90,0,0,61,24,15
10042149,THE BEAUTY ACADEMY LIMITED,Private Sector Public Funded,.,.,.,.,.,.,.,.,.,.,.,.,30,0,0,100,0,0
10000756,THE BLACKPOOL SIXTH FORM COLLEGE,Other,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.,.,.
10047306,THE BOSCO CENTRE,Other,.,.,.,.,.,.,x,x,x,x,x,x,.,.,.,.,.,.
10006813,THE BROOKE HOUSE SIXTH FORM COLLEGE,Other,120,41,0,30,0,29,190,30,20,18,0,31,150,12,0,55,18,15
10001080,THE CADCENTRE (UK) LIMITED,Private Sector Public Funded,820,18,9,0,0,72,590,44,13,19,0,25,70,0,0,0,44,56
10006622,THE CARE LEARNING CENTRE (ISLE OF WIGHT) LIMITED,Private Sector Public Funded,570,70,0,0,24,6,520,32,0,3,59,5,510,6,0,0,29,65
10022788,THE CHILD CARE COMPANY (OLD WINDSOR) LIMITED,Private Sector Public Funded,20,100,0,0,0,0,30,100,0,0,0,0,90,54,32,0,0,14
10001463,THE CITY LITERARY INSTITUTE,Special Colleges,23740,1,0,9,87,3,21130,0,0,87,8,3,19790,0,1,8,88,2
10003955,THE CITY OF LIVERPOOL COLLEGE,General FE College incl Tertiary,5860,29,25,8,31,8,5250,54,16,15,10,5,4800,43,30,11,15,1
10001539,THE COLLEGE OF ANIMAL WELFARE LIMITED,Private Sector Public Funded,460,18,10,4,26,43,350,0,0,0,47,53,200,0,0,13,16,72
10001550,THE COLLEGE OF RICHARD COLLYER IN HORSHAM,Other,140,0,0,50,0,50,150,19,0,0,20,61,140,8,0,0,31,61
10007916,THE COLLEGE OF WEST ANGLIA,General FE College incl Tertiary,4540,4,4,10,9,73,3470,1,10,11,25,53,2060,0,1,26,25,47
10019581,THE CONSULTANCY HOME COUNTIES LIMITED,Private Sector Public Funded,.,.,.,.,.,.,.,.,.,.,.,.,x,x,x,x,x,x
10001695,THE CORNWALL COUNCIL,Other Public Funded,2750,10,6,59,2,23,1740,4,43,39,4,10,1560,10,37,17,28,8
10001867,THE DAVID LEWIS CENTRE,Other Public Funded,.,.,.,.,.,.,20,100,0,0,0,0,20,100,0,0,0,0
10006651,THE DERBYSHIRE NETWORK,Private Sector Public Funded,1210,46,8,22,9,16,720,26,22,18,17,18,790,6,3,46,8,36
10002527,THE FOOTBALL ASSOCIATION PREMIER LEAGUE LIMITED,Private Sector Public Funded,180,100,0,0,0,0,170,0,100,0,0,0,170,0,100,0,0,0
10002546,THE FORTUNE CENTRE OF RIDING THERAPY,Private Sector Public Funded,x,x,x,x,x,x,.,.,.,.,.,.,x,x,x,x,x,x
10009072,THE HEADMASTERS PARTNERSHIP LIMITED,Private Sector Public Funded,140,36,32,0,0,33,120,31,0,0,25,44,120,0,0,29,0,71
10003011,THE HENLEY COLLEGE,Other,220,7,11,14,0,68,200,27,0,0,19,53,260,37,0,0,13,50
10022763,THE INTRAINING GROUP LIMITED,Private Sector Public Funded,x,x,x,x,x,x,320,0,3,0,0,97,250,4,0,0,0,96
10030656,THE JCB ACADEMY,Other,.,.,.,.,.,.,.,.,.,.,.,.,30,0,0,0,56,44
10010125,THE LEARNING CONSORTIUM,Private Sector Public Funded,90,40,0,0,60,0,.,.,.,.,.,.,.,.,.,.,.,.
10006734,THE LEARNING CURVE (VOLUNTARY SECTOR DEVELOPMENT),Private Sector Public Funded,1060,60,6,0,32,1,1070,36,1,31,32,0,710,47,0,52,0,2
10006735,THE LEARNING PARTNERSHIP FOR CORNWALL AND THE ISLES OF SCILLY LIMITED,Private Sector Public Funded,540,11,8,5,6,71,440,24,0,17,0,59,410,17,11,0,41,31
10004013,THE LONDON COLLEGE OF BEAUTY THERAPY LIMITED,Private Sector Public Funded,3150,25,34,11,8,22,1190,25,18,33,2,22,770,47,11,25,0,17
10006571,THE MOTOR INSURANCE REPAIR RESEARCH CENTRE,Private Sector Public Funded,50,50,0,0,50,0,40,28,0,0,0,72,50,0,0,0,33,67
10004444,THE MOUNT CAMPHILL COMMUNITY LIMITED,Private Sector Public Funded,x,x,x,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10004502,THE NATIONAL CENTRE FOR YOUNG PEOPLE WITH EPILEPSY CHARITABLE TRUST,Private Sector Public Funded,30,100,0,0,0,0,40,100,0,0,0,0,40,100,0,0,0,0
10004762,THE NORTHUMBERLAND COUNCIL,Other Public Funded,1570,38,1,45,12,4,1350,19,57,17,5,2,1490,19,21,49,8,2
10006770,THE OLDHAM COLLEGE,General FE College incl Tertiary,3840,33,5,14,29,19,2380,31,21,3,17,28,1900,25,19,9,13,35
10030670,THE REAL APPRENTICESHIP COMPANY LIMITED,Private Sector Public Funded,20,100,0,0,0,0,170,0,66,0,6,28,190,0,0,95,5,0
10006797,THE REYNOLDS GROUP LIMITED,Private Sector Public Funded,230,72,6,0,0,22,190,28,23,20,7,22,210,68,0,0,14,18
10023525,THE ROCHDALE SIXTH FORM COLLEGE,Other,.,.,.,.,.,.,x,x,x,x,x,x,.,.,.,.,.,.
10005825,THE SHROPSHIRE COUNCIL,Other Public Funded,1730,16,58,7,9,10,800,31,41,21,7,0,320,24,26,0,39,11
10005881,THE SIXTH FORM COLLEGE COLCHESTER,Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10006814,THE SIXTH FORM COLLEGE FARNBOROUGH,Other,x,x,x,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10006815,"THE SIXTH FORM COLLEGE, SOLIHULL",Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10005894,THE SKILLS PARTNERSHIP LIMITED,Private Sector Public Funded,1730,47,41,6,0,6,1800,29,60,5,0,6,1430,28,13,48,8,3
10036255,THE TERRI BROOKE SCHOOL OF NAILS AND BEAUTY LTD,Private Sector Public Funded,.,.,.,.,.,.,x,x,x,x,x,x,x,x,x,x,x,x
10006986,THE TRAINING & RECRUITMENT PARTNERSHIP LIMITED,Private Sector Public Funded,550,40,21,0,17,22,550,34,12,27,16,11,780,59,26,6,0,8
10007070,THE TTE TECHNICAL TRAINING GROUP,Private Sector Public Funded,70,0,0,0,100,0,100,0,100,0,0,0,90,0,0,0,100,0
10007157,THE UNIVERSITY OF SHEFFIELD,Other Public Funded,.,.,.,.,.,.,x,x,x,x,x,x,30,0,0,0,0,100
10006566,THE UNIVERSITY OF WEST LONDON,Other Public Funded,120,10,0,0,51,39,180,0,61,8,0,31,160,25,48,0,0,27
10020194,THE VIA PARTNERSHIP LIMITED,Private Sector Public Funded,40,0,0,0,0,100,20,48,0,0,0,52,x,x,x,x,x,x
10006847,THE VOCATIONAL COLLEGE LIMITED,Private Sector Public Funded,770,67,9,18,5,0,700,68,0,10,9,13,750,74,17,0,7,2
10004788,THE VOLUNTARY AND COMMUNITY SECTOR LEARNING AND SKILLS CONSORTIUM,Private Sector Public Funded,150,47,37,0,0,16,190,14,0,31,35,20,260,66,8,0,26,0
10007528,THE WILTSHIRE COUNCIL,Other Public Funded,170,64,0,0,21,14,100,23,77,0,0,0,x,x,x,x,x,x
10003919,THELIGHTBULB LTD,Private Sector Public Funded,1750,7,13,39,32,8,1670,17,20,45,17,1,1340,14,6,64,16,1
10032145,THOMAS COOK GROUP UK LIMITED,Private Sector Public Funded,240,0,0,0,44,56,230,0,0,0,0,100,250,0,0,0,0,100
10006892,THOMAS ROTHERHAM COLLEGE,Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10009777,THORNBECK COLLEGE - NORTH EAST AUTISM SOCIETY,Private Sector Public Funded,.,.,.,.,.,.,x,x,x,x,x,x,x,x,x,x,x,x
10006907,THURROCK UNITARY AUTHORITY,Other Public Funded,510,10,28,28,22,12,520,10,29,0,30,32,470,15,38,2,23,21
10020313,TIR TRAINING SERVICES LTD,Private Sector Public Funded,750,50,12,23,0,15,420,54,0,9,34,3,300,55,4,6,23,13
10023415,TONI & GUY UK TRAINING LIMITED,Private Sector Public Funded,290,0,95,0,0,5,260,0,66,0,0,34,260,0,33,0,47,21
10021755,TOTAL PEOPLE LIMITED,Private Sector Public Funded,2250,30,11,34,10,15,2160,27,23,3,19,28,2030,17,17,17,30,18
10006958,TOTTON COLLEGE,Other,1170,18,53,7,5,17,770,16,37,11,2,35,90,0,0,45,16,39
10006963,TOWER HAMLETS COLLEGE,General FE College incl Tertiary,3480,16,7,20,38,19,3020,9,15,16,55,4,2650,3,17,20,28,31
10006964,TOWER HAMLETS LONDON BOROUGH COUNCIL,Other Public Funded,360,12,75,0,3,10,620,59,37,0,3,2,330,0,96,0,0,4
10011165,TOYOTA(G.B.) PLC,Private Sector Public Funded,40,0,26,0,0,74,60,40,0,60,0,0,70,27,0,0,0,73
10010939,TQ WORKFORCE DEVELOPMENT LIMITED,Private Sector Public Funded,3050,0,60,14,4,22,1590,75,3,0,17,5,1690,53,10,31,4,2
10005998,TRAFFORD COLLEGE,General FE College incl Tertiary,4360,7,17,15,14,46,3560,7,14,29,35,15,2160,7,26,24,12,31
10010672,TRAIN'D UP RAILWAY RESOURCING LIMITED,Private Sector Public Funded,80,49,0,37,0,14,90,51,0,37,0,12,130,14,23,27,21,15
10006987,TRAINING 2000 LIMITED,Private Sector Public Funded,1040,17,9,3,39,31,850,23,4,0,52,21,850,17,1,15,16,50
10025964,TRAINING DAYS CONSULTANCY LIMITED,Private Sector Public Funded,.,.,.,.,.,.,.,.,.,.,.,.,x,x,x,x,x,x
10031093,TRAINING EVENT SAFETY SOLUTIONS LTD,Private Sector Public Funded,.,.,.,.,.,.,.,.,.,.,.,.,x,x,x,x,x,x
10031408,TRAINING FUTURES (UK) LIMITED,Private Sector Public Funded,150,23,0,0,0,77,250,25,0,0,0,75,180,36,0,0,0,64
10007013,TRAINING PLUS (MERSEYSIDE) LIMITED,Private Sector Public Funded,230,34,0,0,19,47,200,6,18,0,13,63,250,41,0,0,10,49
10007015,TRAINING SERVICES 2000 LTD,Private Sector Public Funded,100,0,0,15,47,38,160,0,8,0,0,92,180,0,0,14,27,59
10027873,TRAINING STRATEGIES LTD.,Private Sector Public Funded,70,49,0,0,0,51,40,74,0,0,0,26,80,25,62,0,0,13
10035270,TRAINING SYNERGY LIMITED,Private Sector Public Funded,.,.,.,.,.,.,40,0,26,0,0,74,40,45,0,55,0,0
10021850,TRANS-PLANT TRAINING LIMITED,Private Sector Public Funded,.,.,.,.,.,.,20,0,0,0,100,0,10,0,0,0,0,100
10005268,TRANSWORLD PUBLICATIONS SERVICES LIMITED,Private Sector Public Funded,160,35,0,35,0,30,70,18,48,0,15,18,120,0,35,37,0,29
10027498,TRAVIS PERKINS PLC,Private Sector Public Funded,x,x,x,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10007031,TRELOAR COLLEGE,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007035,TRESHAM COLLEGE OF FURTHER AND HIGHER EDUCATION,General FE College incl Tertiary,4320,15,16,11,6,53,3530,4,19,4,14,59,2780,7,5,11,20,58
10011327,TRIBAL EDUCATION LIMITED,Private Sector Public Funded,x,x,x,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10028629,TRINITY TRAINING SERVICES,Private Sector Public Funded,x,x,x,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10000082,TRN (TRAIN) LTD.,Private Sector Public Funded,740,12,0,28,22,38,460,21,5,0,65,8,390,4,44,17,0,35
10007063,TRURO AND PENWITH COLLEGE,General FE College incl Tertiary,2780,10,8,12,56,14,1380,20,4,21,27,28,1080,22,11,1,14,52
10004589,TTE TRAINING LIMITED,Private Sector Public Funded,120,0,0,0,0,100,120,0,10,0,0,90,80,0,0,0,0,100
10004123,TUI UK LIMITED,Private Sector Public Funded,80,0,0,0,52,48,60,0,0,0,0,100,30,0,43,0,0,57
10008569,TYNE METROPOLITAN COLLEGE,General FE College incl Tertiary,1610,34,26,8,17,15,1600,50,19,6,14,10,1070,32,23,22,4,18
10007100,TYNE NORTH TRAINING LIMITED,Private Sector Public Funded,340,0,0,62,13,25,210,85,10,0,0,5,220,15,0,0,32,54
10007111,UCKFIELD COMMUNITY TECHNOLOGY COLLEGE,Other,140,0,49,0,24,26,130,21,0,24,29,26,110,49,0,34,0,17
10007123,UK TRAINING & DEVELOPMENT LIMITED,Private Sector Public Funded,200,21,7,0,0,72,220,40,0,0,27,34,200,59,0,7,0,33
10033129,UNIQUE TRAINING NORTH EAST LIMITED,Private Sector Public Funded,110,81,19,0,0,0,100,0,66,23,11,0,60,0,62,38,0,0
10037395,UNITED LEARNING TRUST,Private Sector Public Funded,x,x,x,x,x,x,10,0,0,0,100,0,.,.,.,.,.,.
10000712,UNIVERSITY COLLEGE BIRMINGHAM,Other Public Funded,70,69,31,0,0,0,90,0,0,0,0,100,60,0,70,0,0,30
10006427,UNIVERSITY FOR THE CREATIVE ARTS,Other Public Funded,160,0,0,0,0,100,150,0,0,0,0,100,160,8,0,0,0,92
10007851,UNIVERSITY OF DERBY,Other Public Funded,1900,7,18,15,9,51,1560,5,8,10,28,50,1200,6,2,15,43,33
10007143,UNIVERSITY OF DURHAM,Other Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007151,UNIVERSITY OF LINCOLN,Other Public Funded,310,0,0,0,0,100,330,0,0,0,0,100,180,15,10,0,9,67
10046704,UPLANDS EDUCATIONAL TRUST,Private Sector Public Funded,.,.,.,.,.,.,.,.,.,.,.,.,40,0,0,0,100,0
10021021,URBAN FUTURES LONDON LIMITED,Private Sector Public Funded,x,x,x,x,x,x,.,.,.,.,.,.,10,100,0,0,0,0
10007193,UXBRIDGE COLLEGE,General FE College incl Tertiary,3940,22,2,16,54,6,2830,22,10,50,12,5,1500,22,32,31,5,10
10003841,V LEARNING NET,Private Sector Public Funded,1400,38,0,9,49,3,1230,41,20,0,1,38,930,24,25,9,0,42
10019260,VALLEY FORGE (UK) LIMITED,Private Sector Public Funded,60,0,0,0,56,44,.,.,.,.,.,.,.,.,.,.,.,.
10007212,VARNDEAN COLLEGE,Other,300,0,18,9,30,44,270,13,53,0,6,28,310,28,31,17,0,25
10024426,VECTOR AEROSPACE INTERNATIONAL LIMITED,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007218,VENTURE LEARNING LIMITED,Private Sector Public Funded,110,0,0,0,0,100,140,71,9,0,0,20,.,.,.,.,.,.
10014199,VEOLIA ENVIRONNEMENT DEVELOPMENT CENTRE LIMITED,Private Sector Public Funded,350,5,12,0,31,52,290,82,0,0,0,18,220,0,69,5,7,18
10023925,VIRGIN MEDIA LIMITED,Private Sector Public Funded,40,0,0,0,100,0,80,16,0,0,84,0,110,0,72,0,0,28
10006845,VIRTUAL COLLEGE LIMITED,Private Sector Public Funded,840,7,0,5,23,65,830,10,7,0,65,18,460,2,50,3,28,17
10007232,VISAGE SCHOOL OF BEAUTY THERAPY LIMITED,Private Sector Public Funded,60,100,0,0,0,0,30,100,0,0,0,0,.,.,.,.,.,.
10042126,VISION EXPRESS (UK) LIMITED,Private Sector Public Funded,.,.,.,.,.,.,20,0,0,0,0,100,50,0,100,0,0,0
10009450,VOCATIONAL TRAINING SERVICES CARE SECTOR LIMITED,Private Sector Public Funded,.,.,.,.,.,.,30,0,0,0,0,100,10,0,0,0,100,0
10001787,VOLUNTEERING MATTERS,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10030462,VOYAGE GROUP LIMITED,Private Sector Public Funded,200,0,0,0,0,100,130,0,0,0,0,100,190,0,0,0,28,72
10022405,VQ SOLUTIONS LTD,Private Sector Public Funded,x,x,x,x,x,x,10,0,0,0,0,100,30,100,0,0,0,0
10007659,W S TRAINING LTD.,Private Sector Public Funded,890,3,5,26,35,31,830,11,24,10,19,36,720,24,32,17,9,18
10007291,WAKEFIELD CITY COUNCIL,Other Public Funded,2430,18,29,12,34,8,2000,7,55,15,14,9,1420,22,53,18,4,2
10007289,WAKEFIELD COLLEGE,General FE College incl Tertiary,2880,18,17,12,39,13,2360,14,16,5,19,45,2110,16,23,7,39,16
10007315,WALSALL COLLEGE,General FE College incl Tertiary,4350,8,43,16,26,8,3880,26,19,17,23,16,3210,39,18,25,12,6
10007318,WALSALL METROPOLITAN BOROUGH COUNCIL,Other Public Funded,2240,28,40,12,20,0,1630,55,23,1,1,20,1200,50,17,3,24,7
10007320,WALTHAM FOREST CHAMBER OF COMMERCE TRAINING TRUST LIMITED,Private Sector Public Funded,30,56,0,0,0,44,20,50,0,0,0,50,60,82,18,0,0,0
10007321,WALTHAM FOREST COLLEGE,General FE College incl Tertiary,4380,17,58,4,15,6,3460,11,61,20,2,6,2830,28,16,25,15,16
10007322,WALTHAM FOREST LONDON BOROUGH COUNCIL,Other Public Funded,2820,13,37,1,48,0,2330,64,20,3,0,13,2000,25,62,1,12,0
10004002,WANDSWORTH LONDON BOROUGH COUNCIL,Other Public Funded,190,29,46,0,0,25,160,74,0,0,15,10,140,23,22,55,0,0
10007336,WARRINGTON BOROUGH COUNCIL,Other Public Funded,10,0,0,100,0,0,20,0,0,0,100,0,.,.,.,.,.,.
10007339,WARRINGTON COLLEGIATE,General FE College incl Tertiary,3630,7,7,13,5,67,3860,9,5,3,7,75,2930,5,4,22,3,65
10007859,WARWICKSHIRE COLLEGE,General FE College incl Tertiary,3500,20,21,9,18,33,2190,1,6,12,24,57,1540,3,16,14,38,29
10007348,WARWICKSHIRE COUNTY COUNCIL,Other Public Funded,980,14,22,14,3,47,830,0,79,0,0,21,620,0,29,37,20,14
10008986,WAVERLEY BOROUGH COUNCIL,Other Public Funded,610,3,80,12,0,5,430,30,26,0,12,32,150,34,0,34,8,23
10007375,WEBS TRAINING LIMITED,Private Sector Public Funded,120,28,0,0,60,11,90,35,65,0,0,0,50,0,0,0,0,100
10007377,WEIR TRAINING LIMITED,Private Sector Public Funded,340,56,7,0,26,11,200,50,7,0,8,35,200,6,50,0,0,45
10012825,WESC FOUNDATION COLLEGE,Other Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007396,WEST ANGLIA TRAINING ASSOCIATION LIMITED,Private Sector Public Funded,40,0,0,0,49,51,100,41,32,27,0,0,30,0,0,0,57,43
10007398,WEST BERKSHIRE COUNCIL,Other Public Funded,20,100,0,0,0,0,70,100,0,0,0,0,40,0,100,0,0,0
10007402,WEST BERKSHIRE TRAINING CONSORTIUM,Private Sector Public Funded,820,66,3,14,13,5,510,49,39,0,0,12,650,73,0,2,12,13
10007407,WEST CHESHIRE COLLEGE,General FE College incl Tertiary,3510,12,15,11,24,37,2780,17,4,30,33,16,2460,7,5,12,16,60
10007417,WEST HERTS COLLEGE,General FE College incl Tertiary,2170,20,29,33,4,14,1660,9,19,14,42,17,1060,10,31,8,32,18
10007419,WEST KENT AND ASHFORD COLLEGE,General FE College incl Tertiary,4200,17,36,24,10,14,2060,19,27,3,2,48,1560,16,6,12,50,15
10053961,WEST LANCASHIRE COLLEGE,General FE College incl Tertiary,.,.,.,.,.,.,.,.,.,.,.,.,1010,21,20,6,37,17
10007423,WEST LONDON TRAINING LIMITED,Private Sector Public Funded,x,x,x,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10023130,WEST LONDON VOCATIONAL TRAINING COLLEGE LTD,Private Sector Public Funded,.,.,.,.,.,.,50,100,0,0,0,0,x,x,x,x,x,x
10007427,WEST NOTTINGHAMSHIRE COLLEGE,General FE College incl Tertiary,11580,18,25,18,34,5,8960,5,51,12,14,19,7010,16,33,20,18,14
10007431,WEST SUFFOLK COLLEGE,General FE College incl Tertiary,3670,1,14,23,45,18,2640,5,6,13,27,48,2330,11,3,33,27,26
